tenure,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,tech_support,online_security,streaming_services,churn
3,57.94,110.67,1,Month-to-month,DSL,Electronic check,No,No,Yes,1
42,111.08,4569.8,8,Month-to-month,Fiber optic,Mailed check,Yes,No,No,1
19,81.53,1520.7,4,Month-to-month,Fiber optic,Mailed check,No,Yes,No,1
28,61.19,1803.4,4,One year,DSL,Mailed check,No,No,Yes,1
45,113.44,5205.91,5,Month-to-month,Fiber optic,Credit card,No,Yes,No,1
71,24.85,1855.91,3,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
63,41.03,2575.24,6,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,0
19,76.59,1366.1,6,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,Yes,1
47,81.56,3716.17,10,One year,DSL,Credit card,Yes,Yes,Yes,0
14,23.96,304.74,8,Month-to-month,No,Electronic check,No,No,No,1
38,60.3,2281.5,5,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
53,84.92,4565.79,0,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,0
61,89.81,5521.8,8,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
36,83.81,3028.53,9,Two year,DSL,Credit card,No,No,No,0
40,52.06,2037.91,8,Month-to-month,DSL,Electronic check,No,Yes,No,1
30,29.35,832.46,4,Month-to-month,No,Credit card,No,No,No,1
9,62.71,577.1,6,Month-to-month,No,Bank transfer,Yes,No,No,1
64,32.88,2139.17,0,One year,Fiber optic,Bank transfer,No,No,Yes,0
33,114.76,3806.67,3,One year,DSL,Mailed check,No,Yes,No,0
52,67.52,3459.31,9,Month-to-month,Fiber optic,Mailed check,No,No,No,1
14,51.73,756.75,3,One year,Fiber optic,Bank transfer,No,No,Yes,0
53,96.63,5142.69,4,One year,No,Credit card,Yes,No,Yes,0
59,69.79,4064.08,5,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
41,51.0,2051.78,3,Month-to-month,DSL,Electronic check,No,No,No,1
68,101.2,6916.02,5,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
68,106.72,7245.23,9,One year,DSL,Credit card,No,No,No,0
8,87.3,777.86,6,Two year,No,Electronic check,Yes,No,No,1
2,24.7,74.46,2,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
41,76.63,3117.5,8,One year,No,Bank transfer,Yes,No,Yes,0
55,96.33,5297.64,7,Month-to-month,DSL,Credit card,Yes,Yes,Yes,0
16,33.65,541.57,0,Two year,Fiber optic,Mailed check,Yes,No,No,0
62,42.87,2621.52,1,One year,Fiber optic,Credit card,No,No,No,0
48,108.25,5150.37,1,One year,DSL,Electronic check,Yes,Yes,Yes,0
30,22.01,695.37,9,Month-to-month,Fiber optic,Credit card,No,Yes,Yes,1
12,95.27,1185.5,8,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,1
35,67.38,2388.49,8,One year,No,Mailed check,No,No,No,1
11,64.68,787.25,8,Month-to-month,DSL,Credit card,No,No,Yes,1
64,20.71,1298.35,0,Month-to-month,No,Mailed check,No,No,No,0
50,101.94,5180.71,6,Month-to-month,No,Mailed check,Yes,Yes,Yes,1
21,55.98,1130.53,10,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
69,74.08,5060.89,2,One year,Fiber optic,Credit card,Yes,No,Yes,0
48,87.73,4123.04,10,Month-to-month,DSL,Electronic check,Yes,No,No,1
20,90.26,1782.91,8,Month-to-month,Fiber optic,Mailed check,No,Yes,No,1
67,115.6,7720.01,7,Month-to-month,Fiber optic,Mailed check,No,No,No,1
44,73.13,3244.02,2,Two year,Fiber optic,Electronic check,No,Yes,No,1
33,59.97,1991.2,0,Two year,Fiber optic,Bank transfer,No,Yes,Yes,0
61,115.37,6977.92,8,Month-to-month,No,Electronic check,No,No,No,1
9,84.21,738.25,9,One year,Fiber optic,Bank transfer,No,Yes,No,1
68,49.82,3369.19,0,Month-to-month,No,Bank transfer,No,No,Yes,0
35,32.65,1053.95,2,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
65,104.26,6727.85,5,One year,Fiber optic,Electronic check,No,No,No,0
8,56.22,411.22,5,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
45,86.05,3943.93,10,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,1
47,67.08,3162.33,9,One year,DSL,Credit card,Yes,No,No,0
40,39.89,1628.71,3,Two year,DSL,Bank transfer,No,No,No,0
54,80.17,4254.25,1,Two year,Fiber optic,Bank transfer,Yes,Yes,No,0
46,26.07,1258.93,9,One year,No,Credit card,Yes,No,No,0
47,61.33,2947.57,5,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,1
15,74.66,1019.98,9,Month-to-month,DSL,Mailed check,Yes,No,Yes,1
19,63.6,1173.13,4,Two year,DSL,Electronic check,Yes,No,No,1
26,94.87,2491.41,5,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
52,102.79,5377.3,6,One year,Fiber optic,Bank transfer,Yes,No,No,1
22,97.12,2102.72,10,Month-to-month,No,Electronic check,No,No,No,1
21,23.88,486.21,8,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1
51,39.41,1980.04,6,Month-to-month,Fiber optic,Electronic check,No,Yes,No,0
38,73.66,2804.6,3,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,1
20,113.48,2329.46,9,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
29,103.5,2962.95,4,One year,Fiber optic,Electronic check,No,No,Yes,1
51,104.25,5366.79,5,Two year,DSL,Electronic check,No,Yes,No,0
4,50.32,162.2,8,Two year,DSL,Credit card,Yes,Yes,Yes,1
55,62.94,3419.32,4,Month-to-month,Fiber optic,Mailed check,No,No,Yes,0
71,67.07,4802.9,4,Month-to-month,DSL,Credit card,No,No,No,0
28,35.74,1046.82,6,Two year,DSL,Credit card,No,Yes,No,1
4,23.11,135.01,1,Month-to-month,DSL,Electronic check,Yes,Yes,No,1
22,114.69,2457.39,2,Month-to-month,No,Electronic check,No,No,No,1
45,44.07,1959.85,1,Month-to-month,DSL,Credit card,Yes,No,No,0
67,43.99,2988.48,9,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,0
66,28.34,1872.52,9,Month-to-month,Fiber optic,Credit card,No,No,No,0
34,112.85,3783.22,1,One year,Fiber optic,Mailed check,No,No,Yes,1
55,77.97,4311.27,2,One year,Fiber optic,Electronic check,No,No,No,0
1,86.7,50.96,5,Month-to-month,Fiber optic,Credit card,Yes,Yes,No,1
72,111.16,8093.25,4,Two year,Fiber optic,Credit card,Yes,Yes,No,0
38,54.56,2150.52,10,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,0
6,82.15,523.1,4,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
25,23.88,665.05,1,Two year,No,Electronic check,Yes,Yes,No,0
17,38.68,660.8,1,Month-to-month,No,Mailed check,Yes,Yes,Yes,0
61,103.12,6328.59,0,One year,Fiber optic,Bank transfer,Yes,Yes,No,0
12,96.68,1234.05,2,One year,No,Electronic check,Yes,No,Yes,1
6,55.06,342.63,10,One year,No,Electronic check,Yes,No,Yes,1
27,57.68,1544.6,6,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
8,73.36,501.65,10,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
65,20.02,1297.14,4,Month-to-month,Fiber optic,Credit card,No,No,No,0
57,44.12,2556.01,6,Month-to-month,No,Bank transfer,No,Yes,No,0
40,40.82,1680.08,8,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
14,45.05,655.92,5,Two year,No,Electronic check,Yes,No,No,1
35,100.59,3493.59,1,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,0
48,47.97,2203.72,0,Two year,DSL,Credit card,Yes,No,No,0
56,39.15,2167.64,0,Month-to-month,DSL,Bank transfer,No,No,No,0
49,70.43,3435.85,9,One year,DSL,Bank transfer,No,Yes,No,0
13,106.56,1369.63,8,Two year,No,Bank transfer,No,No,No,1
61,44.13,2722.86,5,Two year,DSL,Mailed check,Yes,Yes,No,0
49,27.85,1463.93,5,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
46,55.64,2565.62,3,Two year,DSL,Electronic check,No,No,Yes,0
62,94.77,5864.9,1,Month-to-month,DSL,Electronic check,Yes,No,Yes,0
8,75.07,587.6,9,Month-to-month,DSL,Electronic check,No,Yes,No,1
43,101.68,4378.46,2,One year,No,Electronic check,No,Yes,Yes,0
20,115.96,2277.79,2,Two year,Fiber optic,Electronic check,Yes,No,Yes,1
39,99.27,3877.54,7,Two year,Fiber optic,Electronic check,No,No,Yes,1
49,80.38,3961.16,5,Month-to-month,No,Credit card,No,No,No,0
64,69.33,4447.6,6,One year,No,Mailed check,Yes,Yes,No,0
62,24.01,1511.5,8,Two year,Fiber optic,Electronic check,Yes,Yes,No,0
54,118.43,6416.91,0,Month-to-month,DSL,Bank transfer,Yes,No,Yes,0
9,58.35,436.56,1,One year,DSL,Electronic check,No,Yes,Yes,0
37,35.22,1334.98,8,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
49,86.67,4213.28,4,Month-to-month,DSL,Mailed check,No,No,No,1
41,48.43,1930.84,3,One year,Fiber optic,Credit card,No,Yes,No,0
17,78.58,1280.64,0,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
21,78.68,1673.96,8,Month-to-month,No,Credit card,Yes,Yes,Yes,1
51,64.57,3281.94,10,Month-to-month,No,Credit card,No,No,No,1
59,103.61,6028.89,8,One year,DSL,Electronic check,No,No,No,0
39,46.5,1837.4,3,Month-to-month,No,Electronic check,Yes,No,Yes,1
55,64.86,3495.32,8,Month-to-month,Fiber optic,Electronic check,No,No,No,1
41,73.77,3031.56,9,One year,DSL,Electronic check,No,No,Yes,1
39,86.36,3379.96,0,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
13,98.4,1323.48,4,Two year,DSL,Mailed check,Yes,Yes,No,1
64,59.48,3895.8,0,Month-to-month,DSL,Bank transfer,No,No,Yes,0
11,84.6,862.37,3,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,1
19,35.06,663.52,4,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
11,113.26,1232.04,10,Month-to-month,DSL,Bank transfer,Yes,No,No,1
46,58.31,2703.95,2,Two year,Fiber optic,Credit card,Yes,Yes,No,0
45,92.95,4193.53,1,Month-to-month,No,Electronic check,No,No,No,0
1,22.03,4.4,5,One year,Fiber optic,Electronic check,Yes,No,No,1
40,40.52,1598.75,10,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
19,68.71,1249.67,2,One year,Fiber optic,Mailed check,Yes,Yes,No,0
72,107.83,7813.15,9,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,0
72,72.73,5259.52,0,Month-to-month,DSL,Credit card,No,No,Yes,0
61,112.99,6938.28,10,One year,No,Bank transfer,No,No,No,1
12,68.38,805.04,4,Two year,No,Credit card,Yes,No,No,1
61,69.04,4178.6,1,One year,DSL,Electronic check,No,Yes,Yes,0
33,31.97,1001.09,1,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
45,100.27,4530.1,3,Month-to-month,Fiber optic,Electronic check,No,No,No,1
69,44.7,3032.31,3,Month-to-month,DSL,Electronic check,No,No,No,0
8,109.96,972.11,3,Two year,DSL,Bank transfer,No,No,No,1
25,111.08,2711.62,6,One year,DSL,Credit card,No,Yes,Yes,1
46,114.33,5272.86,0,Two year,No,Bank transfer,Yes,Yes,No,0
30,72.02,2238.94,7,Month-to-month,DSL,Electronic check,Yes,No,Yes,1
47,87.71,4152.32,9,Month-to-month,DSL,Credit card,Yes,Yes,Yes,0
49,97.85,4803.43,8,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
47,33.1,1507.28,9,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
18,80.1,1372.71,5,Month-to-month,No,Mailed check,Yes,No,No,1
66,23.43,1584.88,3,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,0
68,69.76,4818.99,5,Two year,DSL,Electronic check,No,Yes,Yes,0
33,35.48,1148.9,9,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,1
36,38.29,1321.49,6,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
19,56.5,950.59,5,Two year,Fiber optic,Electronic check,No,No,Yes,1
28,63.24,1721.68,10,Two year,Fiber optic,Electronic check,Yes,No,Yes,1
40,82.32,3287.12,0,Month-to-month,DSL,Electronic check,Yes,No,No,1
15,27.44,491.56,4,Two year,DSL,Electronic check,Yes,Yes,No,1
41,70.37,2918.83,7,Month-to-month,DSL,Credit card,No,Yes,No,1
39,38.26,1507.39,7,Month-to-month,No,Bank transfer,No,Yes,No,1
2,77.4,134.79,9,Two year,Fiber optic,Credit card,No,Yes,Yes,1
63,83.74,5246.46,8,One year,Fiber optic,Electronic check,Yes,No,Yes,0
29,75.67,2264.71,3,Two year,No,Credit card,Yes,No,No,0
66,93.83,6202.82,9,Two year,No,Electronic check,Yes,Yes,No,0
51,53.56,2626.43,5,Month-to-month,DSL,Bank transfer,No,Yes,Yes,0
10,96.51,931.42,6,One year,DSL,Credit card,Yes,Yes,Yes,1
14,63.28,843.01,4,Month-to-month,No,Bank transfer,Yes,No,No,1
51,68.42,3462.11,10,Month-to-month,No,Bank transfer,Yes,No,No,0
39,84.81,3335.74,7,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
28,21.84,606.15,2,Month-to-month,No,Bank transfer,No,No,Yes,0
3,85.4,252.36,7,Two year,DSL,Bank transfer,No,No,No,1
70,81.86,5795.87,4,Two year,DSL,Mailed check,Yes,Yes,Yes,0
27,50.98,1341.64,0,One year,Fiber optic,Bank transfer,No,No,Yes,1
2,28.58,150.37,5,Month-to-month,No,Bank transfer,No,No,Yes,1
38,29.09,1071.85,1,One year,Fiber optic,Electronic check,No,No,Yes,1
3,112.32,341.42,6,One year,Fiber optic,Credit card,Yes,Yes,No,1
16,88.93,1408.82,8,Two year,DSL,Bank transfer,No,Yes,No,1
40,32.71,1314.57,2,Month-to-month,DSL,Bank transfer,No,Yes,Yes,0
2,55.67,133.57,9,Month-to-month,No,Bank transfer,Yes,Yes,Yes,1
41,79.25,3270.94,3,Two year,DSL,Credit card,No,No,No,0
12,103.56,1205.06,3,Two year,Fiber optic,Credit card,No,No,Yes,1
35,24.37,796.8,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,0
65,43.66,2963.06,2,Month-to-month,Fiber optic,Credit card,No,No,Yes,0
55,108.97,5969.15,4,Two year,No,Bank transfer,No,No,Yes,0
45,20.92,976.36,8,One year,Fiber optic,Credit card,No,Yes,No,0
62,40.14,2408.3,10,One year,Fiber optic,Bank transfer,No,Yes,No,0
49,115.9,5665.12,7,Month-to-month,DSL,Credit card,No,No,No,1
25,81.34,2027.14,9,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,1
23,46.17,1085.55,1,Month-to-month,Fiber optic,Mailed check,Yes,No,Yes,1
24,26.7,504.68,8,One year,DSL,Electronic check,No,No,Yes,1
38,22.82,875.47,9,Month-to-month,No,Electronic check,Yes,No,Yes,1
28,44.47,1187.67,1,Month-to-month,Fiber optic,Electronic check,Yes,No,No,1
21,108.15,2287.37,6,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
54,61.59,3274.04,4,Month-to-month,DSL,Credit card,Yes,No,Yes,0
18,92.03,1613.77,6,Month-to-month,DSL,Bank transfer,No,No,No,1
36,111.83,4012.2,4,Month-to-month,Fiber optic,Bank transfer,No,No,Yes,1
45,60.8,2683.38,5,Two year,No,Credit card,No,No,No,0
53,39.13,2050.11,7,Month-to-month,Fiber optic,Mailed check,Yes,Yes,No,0
30,71.71,2091.63,0,Month-to-month,DSL,Mailed check,Yes,Yes,Yes,0
60,110.81,6556.94,10,Month-to-month,DSL,Credit card,No,No,Yes,1
32,100.44,3264.98,0,Two year,DSL,Electronic check,No,Yes,No,0
67,26.58,1716.06,4,Month-to-month,Fiber optic,Bank transfer,No,Yes,No,0
67,89.26,5971.49,0,Month-to-month,DSL,Electronic check,No,No,No,0
28,77.19,2198.96,2,Month-to-month,DSL,Electronic check,No,No,Yes,1
44,110.75,4842.25,9,One year,DSL,Credit card,No,No,Yes,0
41,32.25,1280.99,8,One year,Fiber optic,Electronic check,Yes,No,No,0
63,73.4,4635.51,6,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
23,107.95,2538.75,5,Month-to-month,No,Electronic check,Yes,No,Yes,1
48,61.0,2869.53,7,Month-to-month,Fiber optic,Bank transfer,Yes,No,No,1
32,68.2,2174.89,7,One year,Fiber optic,Mailed check,No,Yes,No,1
57,27.05,1455.23,5,One year,DSL,Electronic check,No,Yes,No,0
33,47.81,1558.07,3,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,1
24,52.45,1260.51,3,One year,Fiber optic,Credit card,No,No,Yes,1
39,114.51,4423.16,3,Month-to-month,DSL,Bank transfer,Yes,Yes,No,1
34,48.27,1618.33,5,One year,Fiber optic,Electronic check,Yes,No,No,1
56,66.09,3630.63,0,One year,DSL,Credit card,No,No,No,0
28,87.13,2443.49,1,Two year,DSL,Bank transfer,No,No,No,0
37,36.22,1392.92,5,Month-to-month,DSL,Credit card,Yes,No,Yes,0
7,68.64,425.62,10,Month-to-month,No,Bank transfer,No,No,No,1
68,93.85,6350.67,0,Month-to-month,DSL,Credit card,Yes,Yes,Yes,0
37,106.69,3972.66,8,Month-to-month,DSL,Credit card,No,Yes,No,1
56,82.63,4687.88,5,Month-to-month,DSL,Bank transfer,No,Yes,No,1
65,86.91,5574.49,6,Month-to-month,Fiber optic,Mailed check,No,Yes,No,0
65,32.63,2112.51,0,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,0
47,114.58,5399.42,7,Two year,DSL,Bank transfer,Yes,Yes,No,0
20,33.26,660.1,4,One year,Fiber optic,Electronic check,Yes,Yes,No,1
19,97.47,1728.09,4,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
29,46.48,1372.97,5,Month-to-month,Fiber optic,Credit card,No,No,No,1
60,113.36,6877.57,6,Month-to-month,Fiber optic,Credit card,No,No,Yes,1
18,92.0,1661.83,6,Month-to-month,Fiber optic,Electronic check,Yes,No,Yes,1
35,95.38,3286.74,4,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
43,41.91,1776.47,0,Month-to-month,DSL,Credit card,No,Yes,No,0
11,64.3,795.8,10,Two year,Fiber optic,Electronic check,Yes,Yes,No,1
49,81.78,4052.72,8,One year,DSL,Mailed check,No,No,Yes,0
38,97.0,3718.0,5,Month-to-month,No,Credit card,Yes,No,Yes,0
64,30.4,1963.42,8,Two year,DSL,Electronic check,No,No,Yes,0
69,116.24,7987.5,10,Month-to-month,Fiber optic,Bank transfer,Yes,Yes,No,0
8,109.02,862.13,3,Month-to-month,DSL,Electronic check,Yes,No,No,1
34,47.03,1595.12,1,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,0
48,102.28,4936.92,2,One year,Fiber optic,Electronic check,Yes,No,Yes,0
56,71.83,4097.93,3,Month-to-month,Fiber optic,Electronic check,No,No,Yes,1
65,66.18,4357.62,9,Month-to-month,Fiber optic,Electronic check,No,No,No,0
31,51.44,1523.67,7,Two year,DSL,Bank transfer,No,No,Yes,1
4,78.1,323.6,2,Month-to-month,Fiber optic,Credit card,Yes,Yes,Yes,1
50,92.99,4686.34,7,One year,DSL,Electronic check,Yes,No,No,0
69,61.09,4246.15,5,Two year,Fiber optic,Credit card,Yes,No,No,0
30,82.92,2456.14,3,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
59,89.93,5451.58,6,Two year,Fiber optic,Credit card,Yes,No,No,0
67,91.11,6040.52,10,One year,DSL,Bank transfer,No,Yes,Yes,0
45,25.2,1079.84,4,Two year,Fiber optic,Bank transfer,Yes,Yes,Yes,0
4,105.97,435.56,4,Month-to-month,DSL,Electronic check,No,No,Yes,1
26,65.83,1817.42,8,Two year,DSL,Bank transfer,No,No,No,1
27,46.24,1206.67,2,Month-to-month,Fiber optic,Electronic check,Yes,Yes,Yes,1
46,44.18,2018.99,9,One year,DSL,Bank transfer,No,Yes,Yes,0
64,68.3,4425.06,3,Month-to-month,DSL,Electronic check,Yes,No,Yes,0
51,108.68,5541.79,4,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
50,57.83,2874.77,0,Month-to-month,No,Mailed check,No,Yes,Yes,0
6,94.97,598.1,6,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
59,29.68,1764.75,7,Month-to-month,DSL,Electronic check,Yes,Yes,Yes,0
15,67.61,1065.67,5,Month-to-month,DSL,Credit card,No,No,No,1
30,119.17,3639.67,8,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
42,97.04,4091.03,2,Month-to-month,Fiber optic,Credit card,No,No,No,1
37,41.05,1533.44,1,Month-to-month,DSL,Bank transfer,No,No,No,0
42,70.14,2956.59,4,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
35,43.36,1542.06,8,Two year,DSL,Electronic check,No,No,Yes,1
6,60.96,368.52,10,One year,DSL,Credit card,No,No,Yes,1
68,98.01,6664.65,0,Month-to-month,DSL,Electronic check,No,Yes,Yes,0
18,97.12,1807.99,0,Month-to-month,Fiber optic,Mailed check,No,No,Yes,1
29,42.81,1317.3,9,One year,DSL,Credit card,No,Yes,No,1
59,112.22,6545.6,2,Month-to-month,DSL,Mailed check,No,No,Yes,0
47,79.26,3725.72,9,Month-to-month,DSL,Credit card,Yes,No,Yes,1
17,57.99,951.4,2,Month-to-month,No,Electronic check,Yes,Yes,No,1
22,70.19,1528.63,4,Two year,Fiber optic,Mailed check,No,No,Yes,1
68,80.51,5494.81,3,Month-to-month,DSL,Mailed check,Yes,No,Yes,0
69,75.99,5276.78,5,One year,Fiber optic,Bank transfer,No,Yes,Yes,1
37,68.64,2534.07,7,Month-to-month,DSL,Mailed check,No,No,No,1
49,70.49,3358.34,7,One year,Fiber optic,Credit card,No,No,No,0
13,37.64,441.07,10,Month-to-month,Fiber optic,Bank transfer,No,Yes,Yes,1
34,101.27,3488.0,3,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
53,74.18,3794.52,0,Month-to-month,DSL,Bank transfer,No,Yes,No,0
51,33.11,1747.98,6,Two year,No,Electronic check,No,No,Yes,0
3,96.62,315.92,5,Month-to-month,Fiber optic,Credit card,Yes,No,Yes,1
42,113.24,4821.89,4,Month-to-month,No,Mailed check,No,No,No,0
32,114.73,3661.43,3,One year,Fiber optic,Electronic check,Yes,No,Yes,0
51,56.9,2798.83,5,One year,No,Mailed check,No,Yes,No,0
46,33.55,1564.82,7,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
21,71.84,1572.37,5,Month-to-month,DSL,Electronic check,No,No,Yes,1
44,31.26,1421.68,2,Month-to-month,Fiber optic,Credit card,No,No,No,1
11,113.4,1214.27,8,Month-to-month,Fiber optic,Electronic check,No,No,No,1
68,38.36,2612.82,2,Two year,No,Bank transfer,No,No,Yes,0
1,45.28,18.64,3,Month-to-month,DSL,Credit card,Yes,No,No,1
63,60.66,3780.62,4,Two year,Fiber optic,Bank transfer,No,No,Yes,0
24,58.32,1447.45,10,Month-to-month,No,Electronic check,Yes,No,No,1
13,99.47,1233.23,1,Month-to-month,No,Credit card,Yes,No,Yes,1
11,65.63,677.24,10,Month-to-month,DSL,Bank transfer,No,No,No,1
51,37.08,1835.88,9,One year,Fiber optic,Bank transfer,Yes,No,No,0
17,46.72,719.73,10,Month-to-month,Fiber optic,Credit card,No,No,No,1
24,70.91,1709.16,9,One year,DSL,Electronic check,Yes,No,Yes,1
19,34.75,718.33,1,One year,No,Electronic check,Yes,Yes,Yes,0
37,81.17,2994.05,5,Month-to-month,Fiber optic,Mailed check,No,No,No,1
8,76.57,537.27,1,Month-to-month,Fiber optic,Bank transfer,No,No,No,1
28,91.47,2603.16,9,Month-to-month,No,Bank transfer,No,No,No,1
5,113.77,653.14,0,One year,DSL,Bank transfer,No,No,Yes,1
17,111.23,1858.6,7,Month-to-month,No,Mailed check,Yes,Yes,Yes,1
36,114.61,4102.03,9,One year,Fiber optic,Bank transfer,No,No,No,1
19,44.47,870.71,9,Month-to-month,No,Bank transfer,No,No,Yes,1
64,33.16,2203.33,0,One year,Fiber optic,Bank transfer,Yes,No,No,0
11,50.23,526.54,9,One year,DSL,Credit card,Yes,No,No,1
54,109.51,5846.92,5,Month-to-month,Fiber optic,Credit card,Yes,No,No,1
45,117.21,5306.02,0,Two year,Fiber optic,Electronic check,Yes,No,No,0
47,105.93,5018.66,7,One year,Fiber optic,Electronic check,Yes,Yes,Yes,0
12,31.0,372.31,4,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1
21,114.74,2381.63,2,One year,Fiber optic,Bank transfer,No,No,Yes,1
11,62.34,735.46,4,One year,Fiber optic,Bank transfer,Yes,Yes,No,1
5,20.93,131.05,0,Month-to-month,Fiber optic,Electronic check,No,Yes,No,1
56,64.24,3559.02,0,Month-to-month,Fiber optic,Electronic check,No,Yes,Yes,0
20,24.61,494.65,3,Month-to-month,Fiber optic,Mailed check,No,No,No,1
41,74.39,2982.4,8,Two year,No,Credit card,No,Yes,No,0
46,53.86,2511.85,8,One year,DSL,Electronic check,Yes,No,Yes,0
12,67.34,794.97,0,Month-to-month,No,Mailed check,Yes,Yes,Yes,1
70,81.32,5670.61,2,Month-to-month,Fiber optic,Electronic check,No,No,No,0
17,106.88,1815.32,3,Month-to-month,Fiber optic,Bank transfer,Yes,No,Yes,1
19,86.19,1639.63,1,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
26,63.4,1693.15,6,Month-to-month,Fiber optic,Electronic check,Yes,Yes,No,1
48,101.94,4922.67,2,Month-to-month,DSL,Bank transfer,Yes,No,Yes,0
52,110.56,5741.3,0,Two year,DSL,Credit card,Yes,No,Yes,0
70,31.98,2276.78,0,Two year,DSL,Electronic check,Yes,No,No,0
55,73.19,4045.49,2,Month-to-month,Fiber optic,Electronic check,Yes,No,No,0
33,48.45,1577.52,5,Month-to-month,DSL,Mailed check,No,No,Yes,1
62,24.71,1525.78,3,Two year,DSL,Credit card,No,No,No,0
23,86.85,1990.14,0,Month-to-month,DSL,Electronic check,Yes,Yes,No,1
15,106.28,1619.46,6,One year,DSL,Credit card,Yes,No,Yes,1
27,36.29,961.48,1,Two year,No,Mailed check,No,No,Yes,0
64,101.24,6459.84,4,One year,Fiber optic,Credit card,No,Yes,No,0
51,105.34,5470.78,7,Month-to-month,No,Bank transfer,No,No,Yes,1
53,111.43,5952.78,6,Two year,Fiber optic,Credit card,Yes,No,No,0
51,46.53,2335.0,10,Two year,No,Electronic check,No,No,No,0
47,110.4,5217.35,7,One year,Fiber optic,Bank transfer,No,Yes,Yes,0
